"code";"description"
"X631";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, institucion residencial"
"X632";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, escuelas, otras instituciones y areas administrativas publicas"
"X633";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, areas de deporte y atletismo"
"X634";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, calles y carreteras"
"X635";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, comercio y area de servicios"
"X636";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, area industrial y de la construccion"
"X637";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, granja"
"X638";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, otro lugar especificado"
"X639";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, lugar no especificado"
"X64";"Envenenamiento Autoinflingido Intencionalmente Por, Y Exposicion A Otras Drogas, Medicamentos Y Sustancias Biologicas Y Los No Especificados"
"X640";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, vivienda"
"X641";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, institucion residencial"
"X642";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, escuelas, otras instituciones y areas administrativas  publicas"
"X643";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, areas de deporte y atletismo"
"X644";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, calles y carreteras"
"X645";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, comercio y area de servicios"
"X646";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, area industrial y de la construccion"
"X647";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, granja"
"X648";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, otro lugar especificado"
"X649";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, lugar no especificado"
"X65";"Envenenamiento Autoinflingido Intencional Por, Y Exposicion Al Alcohol"
"X650";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, vivienda"
"X651";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, institucion residencial"
"X652";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, escuelas, otras instituciones y areas administrativas publicas"
"X653";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, areas de deporte y atletismo"
"X654";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, calles y carreteras"
"X655";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, comercio y area de servicios"
"X656";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, area industrial y de la construccion"
"X657";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, granja"
"X658";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, otro lugar especificado"
"X659";"Envenenamiento autoinfligido intencionalmente por, y exposicion al alcohol, lugar no especificado"
"X66";"Envenenamiento Autoinflingido Intencionalmente Por, Y Exposicion A Disolventes Organicos E Hidrocarburos Halogenados Y Sus Vapores"
"X660";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, vivienda"
"X661";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, institucion residencial"
"X662";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, escuelas, otras instituciones y areas administrativas  publicas"
"X663";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, areas de deporte y atletismo"
"X664";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, calles y carreteras"
"X665";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, comercio y area de servicios"
"X666";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, area industrial y de la construccion"
"X667";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, granja"
"X668";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, otro lugar especificado"
"X669";"Envenenamiento autoinfligido intencionalmente por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, lugar no especificado"
"X67";"Envenenamiento Autoinflingido Intencionalmente Por, Y Exposicion A Otros Gases Y Vapores"
"X670";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, vivienda"
"X671";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, institucion residencial"
"X672";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, escuelas, otras instituciones y areas administrativas  publicas"
"X673";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, areas de deporte y atletismo"
"X674";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, calles y carreteras"
"X675";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, comercio y area de servicios"
"X676";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, area industrial y de la construccion"
"X677";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, granja"
"X678";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, otro lugar especificado"
"X679";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros gases y vapores, lugar no especificado"
"X68";"Envenenamiento Autoinflingido Intencionalmente Por, Y Exposicion A Plaguicidas"
"X680";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, vivienda"
"X681";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, institucion residencial"
"X682";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, escuelas, otras instituciones y areas administrativas  publicas"
"X683";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, areas de deporte y atletismo"
"X684";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, calles y carreteras"
"X685";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, comercio y area de servicios"
"X686";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, area industrial y de la construccion"
"X687";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, granja"
"X688";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, otro lugar especificado"
"X689";"Envenenamiento autoinfligido intencionalmente por, y exposicion a plaguicidas, lugar no especificado"
"X69";"Envenenamiento Autoinflingido Intencionalmente Por, Y Exposicion A Otros Productos Quimicos Y Sustancias Nocivas Y Los No Especificados"
"X690";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, vivienda"
"X691";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, institucion residencial"
"X692";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, escuelas, otras instituciones y areas administrativas  publicas"
"X693";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, areas de deporte y atletismo"
"X694";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, calles y carreteras"
"X695";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, comercio y area de servicios"
"X696";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, area industrial y de la construccion"
"X697";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, granja"
"X698";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, otro lugar especificado"
"X699";"Envenenamiento autoinfligido intencionalmente por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, lugar no especificado"
"X70";"Lesion Autoinflingida Intencionalmente Por Ahorcamiento, Estrangulamiento O Sofocacion"
"X700";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion vivienda"
"X701";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, institucion residencial"
"X702";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, escuelas, otras instituciones y areas administrativas  publicas"
"X703";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, areas de deporte y atletismo"
"X704";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, calles y carreteras"
"X705";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, comercio y area de servicios"
"X706";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, area industrial y de la construccion"
"X707";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, granja"
"X708";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, otro lugar especificado"
"X709";"Lesion autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocacion, lugar no especificado"
"X71";"Lesion Autoinflingida Intencionalmente Por Ahogamiento Y Sumersion"
"X710";"Lesion autoinfligida intencionalmente por ahogamiento, y sumersion, vivienda"
"X711";"Lesion autoinfligida intencionalmente por ahogamiento, y sumersion, institucion residencial"
"X712";"Lesion autoinfligida intencionalmente por ahogamiento, y sumersion, escuelas, otras instituciones y areas administrativas  publicas"
"X713";"Lesion autoinfligida intencionalmente por ahogamiento, y sumersion, areas de deporte y atletismo"
"X714";"Lesion autoinfligida intencionalmente por ahogamiento, y sumersion, calles y carreteras"
"X715";"Lesion autoinfligida intencionalmente por ahogamiento, y sumersion, comercio y area de servicios"
"X716";"Lesion autoinfligida intencionalmente por ahogamiento y sumersion, area industrial y de la construccion"
"X717";"Lesion autoinfligida intencionalmente por ahogamiento y sumersion, granja"
"X718";"Lesion autoinfligida intencionalmente por ahogamiento y sumersion, otro lugar especificado"
"X719";"Lesion autoinfligida intencionalmente por ahogamiento y sumersion, lugar no especificado"
"X72";"Lesion Autoinflingida Intencionalmente Por Disparo De Arma Corta"
"X720";"Lesion autoinfligida intencionalmente por disparo de arma corta, vivienda"
"X721";"Lesion autoinfligida intencionalmente por disparo de arma corta, institucion residencial"
"X722";"Lesion autoinfligida intencionalmente por disparo de arma corta, escuelas, otras instituciones y areas administrativas  publicas"
"X723";"Lesion autoinfligida intencionalmente por disparo de arma corta, areas de deporte y atletismo"
"X724";"Lesion autoinfligida intencionalmente por disparo de arma corta, calles y carreteras"
"X725";"Lesion autoinfligida intencionalmente por disparo de arma corta, comercio y area de servicios"
"X726";"Lesion autoinfligida intencionalmente por disparo de arma corta, area industrial y de la construccion"
"X727";"Lesion autoinfligida intencionalmente por disparo de arma corta, granja"
"X728";"Lesion autoinfligida intencionalmente por disparo de arma corta, otro lugar especificado"
"X729";"Lesion autoinfligida intencionalmente por disparo de arma corta, lugar no especificado"
"X73";"Lesion Autoinflingida Intencionalmente Por Disparo De Rifle, Escopeta Y Arma Larga"
"X730";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, vivienda"
"X731";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, institucion residencial"
"X732";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, escuelas, otras instituciones y areas administrativas  publicas"
"X733";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, areas de deporte y atletismo"
"X734";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, calles y carreteras"
"X735";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, comercio y area de servicios"
"X736";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, area industrial y de la construccion"
"X737";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, granja"
"X738";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, otro lugar especificado"
"X739";"Lesion autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga, lugar no especificado"
"X74";"Lesion Autoinflingida Intencionalmente Por Disparo De Otras Armas De Fuego, Y Las No Especificadas"
"X740";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, vivienda"
"X741";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, institucion residencial"
"X742";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, escuelas, otras instituciones y areas administrativas  publicas"
"X743";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, areas de deporte y atletismo"
"X744";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, calles y carreteras"
"X745";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, comercio y area de servicios"
"X746";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, area industrial y de la construccion"
"X747";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, granja"
"X748";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, otro lugar especificado"
"X749";"Lesion autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas, lugar no especificado"
"X75";"Lesion Autoinflingida Intencionalmente Por Material Explosivo"
"X750";"Lesion autoinfligida intencionalmente por material explosivo, vivienda"
"X751";"Lesion autoinfligida intencionalmente por material explosivo, institucion residencial"
"X752";"Lesion autoinfligida intencionalmente por material explosivo, escuelas, otras instituciones y areas administrativas  publicas"
"X753";"Lesion autoinfligida intencionalmente por material explosivo, areas de deporte y atletismo"
"X754";"Lesion autoinfligida intencionalmente por material explosivo, calles y carreteras"
"X755";"Lesion autoinfligida intencionalmente por material explosivo, comercio y area de servicios"
"X756";"Lesion autoinfligida intencionalmente por material explosivo, area industrial y de la construccion"
"X757";"Lesion autoinfligida intencionalmente por material explosivo, granja"
"X758";"Lesion autoinfligida intencionalmente por material explosivo, otro lugar especificado"
"X759";"Lesion autoinfligida intencionalmente por material explosivo, lugar no especificado"
"X76";"Lesion Autoinflingida Intencionalmente Por Humo, Fuego Y Llamas"
"X760";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, vivienda"
"X761";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, institucion residencial"
"X762";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, escuelas, otras instituciones y areas administrativas  publicas"
"X763";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, areas de deporte y atletismo"
"X764";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, calles y carreteras"
"X765";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, comercio y area de servicios"
"X766";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, area industrial y de la construccion"
"X767";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, granja"
"X768";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, otro lugar especificado"
"X769";"Lesion autoinfligida intencionalmente por humo, fuego y llamas, lugar no especificado"
"X77";"Lesion Autoinflingida Intencionalmente Por Vapor De Agua, Vapores Y Objetos Calientes"
"X770";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, vivienda"
"X771";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, institucion residencial"
"X772";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, escuelas, otras instituciones y areas administrativas  publicas"
"X773";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, areas de deporte y atletismo"
"X774";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, calles y carreteras"
"X775";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, comercio y area de servicios"
"X776";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, area industrial y de la construccion"
"X777";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, granja"
"X778";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, otro lugar especificado"
"X779";"Lesion autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes, lugar no especificado"
"X78";"Lesion Autoinflingida Intencionalmente Por Objeto Cortante"
"X780";"Lesion autoinfligida intencionalmente por objeto cortante, vivienda"
"X781";"Lesion autoinfligida intencionalmente por objeto cortante, institucion residencial"
"X782";"Lesion autoinfligida intencionalmente por objeto cortante, escuelas, otras instituciones y areas administrativas  publicas"
"X783";"Lesion autoinfligida intencionalmente por objeto cortante, areas de deporte y atletismo"
"X784";"Lesion autoinfligida intencionalmente por objeto cortante, calles y carreteras"
"X785";"Lesion autoinfligida intencionalmente por objeto cortante, comercio y area de servicios"
"X786";"Lesion autoinfligida intencionalmente por objeto cortante, area industrial y de la construccion"
"X787";"Lesion autoinfligida intencionalmente por objeto cortante, granja"
"X788";"Lesion autoinfligida intencionalmente por objeto cortante, otro lugar especificado"
"X789";"Lesion autoinfligida intencionalmente por objeto cortante, lugar no especificado"
"X79";"Lesion Autoinflingida Intencionalmente Por Objeto Romo O Sin Filo"
"X790";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, vivienda"
"X791";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, institucion residencial"
"X792";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, escuelas, otras instituciones y areas administrativas  publicas"
"X793";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, areas de deporte y atletismo"
"X794";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, calles y carreteras"
"X795";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, comercio y area de servicios"
"X796";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, area industrial y de la construccion"
"X797";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, granja"
"X798";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, otro lugar especificado"
"X799";"Lesion autoinfligida intencionalmente por objeto romo o sin filo, lugar no especificado"
"X80";"Lesion Autoinflingida Intencionalmente Al Saltar Desde Un Lugar Elevado"
"X800";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, vivienda"
"X801";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, institucion residencial"
"X802";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, escuelas, otras instituciones y areas administrativas  publicas"
"X803";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, areas de deporte y atletismo"
"X804";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, calles y carreteras"
"X805";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, comercio y area de servicios"
"X806";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, area industrial y de la construccion"
"X807";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, granja"
"X808";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, otro lugar especificado"
"X809";"Lesion autoinfligida intencionalmente al saltar desde un lugar elevado, lugar no especificado"
"X81";"Lesion Autoinflingida Intencionalmente Por Arrojarse O Colocarse Delante De Objeto En Movimiento"
"X810";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, vivienda"
"X811";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, institucion residencial"
"X812";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, escuelas, otras instituciones y areas administrativas  publicas"
"X813";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, areas de deporte y atletismo"
"X814";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, calles y carreteras"
"X815";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, comercio y area de servicios"
"X816";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, area industrial y de la construccion"
"X817";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, granja"
"X818";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, otro lugar especificado"
"X819";"Lesion autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento, lugar no especificado"
"X82";"Lesion Autoinflingida Intencionalmente Por Colision De Vehiculo De Motor"
"X820";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, vivienda"
"X821";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, institucion residencial"
"X822";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, escuelas, otras instituciones y areas administrativas  publicas"
"X823";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, areas de deporte y atletismo"
"X824";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, calles y carreteras"
"X825";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, comercio y area de servicios"
"X826";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, area industrial y de la construccion"
"X827";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, granja"
"X828";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, otro lugar especificado"
"X829";"Lesion autoinfligida intencionalmente por colision de vehiculo de motor, lugar no especificado"
"X83";"Lesion Autoinflingida Intencionalmente Por Otros Medios Especificados"
"X830";"Lesion autoinfligida intencionalmente por otros medios especificados, vivienda"
"X831";"Lesion autoinfligida intencionalmente por otros medios especificados, institucion residencial"
"X832";"Lesion autoinfligida intencionalmente por otros medios especificados, escuelas, otras instituciones y areas administrativas  publicas"
"X833";"Lesion autoinfligida intencionalmente por otros medios especificados, areas de deporte y atletismo"
"X834";"Lesion autoinfligida intencionalmente por otros medios especificados, calles y carreteras"
"X835";"Lesion autoinfligida intencionalmente por otros medios especificados, comercio y area de servicios"
"X836";"Lesion autoinfligida intencionalmente por otros medios especificados, area industrial y de la construccion"
"X837";"Lesion autoinfligida intencionalmente por otros medios especificados, granja"
"X838";"Lesion autoinfligida intencionalmente por otros medios especificados, otro lugar especificado"
"X839";"Lesion autoinfligida intencionalmente por otros medios especificados, lugar no especificado"
"X84";"Lesion Autoinflingida Intencionalmente Por Medios No Especificados"
"X840";"Lesion autoinfligida intencionalmente por medios no especificados, vivienda"
"X841";"Lesion autoinfligida intencionalmente por medios no especificados, institucion residencial"
"X842";"Lesion autoinfligida intencionalmente por medios no especificados, escuelas, otras instituciones y areas administrativas  publicas"
"X843";"Lesion autoinfligida intencionalmente por medios no especificados, areas de deporte y atletismo"
"X844";"Lesion autoinfligida intencionalmente por medios no especificados, calles y carreteras"
"X845";"Lesion autoinfligida intencionalmente por medios no especificados, comercio y area de servicios"
"X846";"Lesion autoinfligida intencionalmente por medios no especificados, area industrial y de la construccion"
"X847";"Lesion autoinfligida intencionalmente por medios no especificados, granja"
"X848";"Lesion autoinfligida intencionalmente por medios no especificados, otro lugar especificado"
"X849";"Lesion autoinfligida intencionalmente por medios no especificados, lugar no especificado"
"X85";"Agresion Con Drogas, Medicamentos Y Sustancias Biologicas"
"X850";"Agresion con drogas, medicamentos y sustancias biologicas, vivienda"
"X851";"Agresion con drogas, medicamentos y sustancias biologicas, institucion residencial"
"X852";"Agresion con drogas, medicamentos y sustancias biologicas, escuelas, otras instituciones y areas administrativas  publicas"
"X853";"Agresion con drogas, medicamentos y sustancias biologicas, areas de deporte y atletismo"
"X854";"Agresion con drogas, medicamentos y sustancias biologicas, calles y carreteras"
"X855";"Agresion con drogas, medicamentos y sustancias biologicas, comercio y area de servicios"
"X856";"Agresion con drogas, medicamentos y sustancias biologicas, area industrial y de la construccion"
"X857";"Agresion con drogas, medicamentos y sustancias biologicas, granja"
"X858";"Agresion con drogas, medicamentos y sustancias biologicas, otro lugar especificado"
"X859";"Agresion con drogas, medicamentos y sustancias biologicas, lugar no especificado"
"X86";"Agresion Con Sustancia Corrosiva"
"X860";"Agresion con sustancia corrosiva, vivienda"
"X861";"Agresion con sustancia corrosiva, institucion residencial"
"X862";"Agresion con sustancia corrosiva, escuelas, otras instituciones y areas administrativas  publicas"
"X863";"Agresion con sustancia corrosiva, areas de deporte y atletismo"
"X864";"Agresion con sustancia corrosiva, calles y carreteras"
"X865";"Agresion con sustancia corrosiva, comercio y area de servicios"
"X866";"Agresion con sustancia corrosiva, area industrial y de la construccion"
"X867";"Agresion con sustancia corrosiva, granja"
"X868";"Agresion con sustancia corrosiva, otro lugar especificado"
"X869";"Agresion con sustancia corrosiva, lugar no especificado"
"X87";"Agresion Con Plaguicidas"
"X870";"Agresion con plaguicidas, vivienda"
"X871";"Agresion con plaguicidas, institucion residencial"
"X872";"Agresion con plaguicidas, escuelas, otras instituciones y areas administrativas  publicas"
"X873";"Agresion con plaguicidas, areas de deporte y atletismo"
"X874";"Agresion con plaguicidas, calles y carreteras"
"X875";"Agresion con plaguicidas, comercio y area de servicios"
"X876";"Agresion con plaguicidas, area industrial y de la construccion"
"X877";"Agresion con plaguicidas, granja"
"X878";"Agresion con plaguicidas, otro lugar especificado"
"X879";"Agresion con plaguicidas, lugar no especificado"
"X88";"Agresion Con Gases Y Vapores"
"X880";"Agresion con gases y vapores, vivienda"
"X881";"Agresion con gases y vapores, institucion residencial"
"X882";"Agresion con gases y vapores, escuelas, otras instituciones y areas administrativas  publicas"
"X883";"Agresion con gases y vapores, areas de deporte y atletismo"
"X884";"Agresion con gases y vapores, calles y carreteras"
"X885";"Agresion con gases y vapores, comercio y area de servicios"
"X886";"Agresion con gases y vapores, area industrial y de la construccion"
"X887";"Agresion con gases y vapores, granja"
"X888";"Agresion con gases y vapores, otro lugar especificado"
"X889";"Agresion con gases y vapores, lugar no especificado"
"X89";"Agresion Con Otros Productos Quimicos Y Sustancias Nocivas Especificadas"
"X890";"Agresion con otros productos quimicos y sustancias nocivas especificadas, vivienda"
"X891";"Agresion con otros productos quimicos y sustancias nocivas especificadas, institucion residencial"
"X892";"Agresion con otros productos quimicos y sustancias nocivas especificadas, escuelas, otras instituciones y areas administrativas  publicas"
"X893";"Agresion con otros productos quimicos y sustancias nocivas especificadas, areas de deporte y atletismo"
"X894";"Agresion con otros productos quimicos y sustancias nocivas especificadas, calles y carreteras"
"X895";"Agresion con otros productos quimicos y sustancias nocivas especificadas, comercio y area de servicios"
"X896";"Agresion con otros productos quimicos y sustancias nocivas especificadas, area industrial y de la construccion"
"X897";"Agresion con otros productos quimicos y sustancias nocivas especificadas, granja"
"X898";"Agresion con otros productos quimicos y sustancias nocivas especificadas, otro lugar especificado"
"X899";"Agresion con otros productos quimicos y sustancias nocivas especificadas, lugar no especificado"
"X90";"Agresion Con Productos Quimicos Y Sustancias Nocivas No Especificados"
"X900";"Agresion con productos quimicos y sustancias nocivas no especificadas, vivienda"
"X901";"Agresion con productos quimicos y sustancias nocivas no especificadas, institucion residencial"
