"code";"description"
"931001";"TERAPIA FÍSICA INTEGRAL"
"931002";"TERAPIA CON ONDAS DE CHOQUE DEL SISTEMA OSTEOMUSCULAR (CADA SESIÓN)"
"931101";"MODALIDADES CINÉTICAS DE TERAPIA"
"931501";"MODALIDADES ELECTRICAS O ELECTROMAGNÉTICAS DE TERAPIA"
"931502";"ESTIMULACIÓN MAGNÉTICA TRANSCRANEAL REPETITIVA"
"931600";"MODALIDADES MECÁNICAS DE TERAPIA SOD"
"931700";"MODALIDADES NEUMÁTICAS DE TERAPIA SOD"
"932400";"DISEÑO, ADECUACIÓN Y ENTRENAMIENTO EN USO DE TECNOLOGÍA DE REHABILITACIÓN SOD"
"933300";"TERAPIA MODALIDADES HIDRÁULICAS E HÍDRICAS SOD"
"933501";"TERAPIA DE REHABILITACIÓN PULMONAR"
"933601";"TERAPIA DE REHABILITACIÓN CARDIOVASCULAR"
"933602";"CONTRAPULSACIÓN EXTERNA MEJORADA"
"933603";"TERAPIA DE ONDAS DE CHOQUE MIOCÁRDICA"
"933700";"ENTRENAMIENTO PRE, PERI Y POST PARTO SOD"
"933901";"TERAPIA DE INTEGRACIÓN SENSORIAL"
"934101";"TRACCIÓN ESPINAL CON EMPLEO DEL DISPOSITIVO CRANEAL"
"934201";"TRACCIÓN CUTÁNEA PARA DESCOMPRESIÓN DE CANAL RAQUÍDEO SEGMENTO LUMBAR"
"934501";"TRACCIÓN ESQUELÉTICA DE MIEMBROS "
"934601";"TRACCIÓN CUTÁNEA DE MIEMBROS"
"935000";"INMOVILIZACIÓN, PRESIÓN Y CUIDADO DE HERIDA SOD"
"935100";"APLICACIÓN DE VENDAJE ENYESADO SOD"
"935201";"APLICACIÓN O CAMBIO DE SOPORTE CERVICAL MOLDEADO"
"935202";"APLICACIÓN O CAMBIO DE SOPORTE CERVICAL PREVIAMENTE FABRICADO"
"935301";"APLICACIÓN O CAMBIO DE YESO PARA INMOVILIZACIÓN EN MIEMBRO SUPERIOR (EXCEPTO MANO)"
"935302";"APLICACIÓN O CAMBIO DE YESO PARA INMOVILIZACIÓN EN MANO"
"935303";"APLICACIÓN O CAMBIO DE YESO O ARNÉS TORACOLUMBOSACRO"
"935304";"APLICACIÓN O CAMBIO DE YESO PARA INMOVILIZACIÓN EN MIEMBRO INFERIOR (MUSLO, PIERNA O TOBILLO)"
"935305";"APLICACIÓN O CAMBIO DE YESO EN PIE"
"935306";"APLICACION O CAMBIO DE YESO, ESPICA, ARNÉS O ALMOHADILLA PARA INMOVILIZACIÓN DE PELVIS (CADERA)"
"935307";"APLICACION O CAMBIO DE YESO PARA INMOVILIZACIÓN DE PELVIS (CADERA) Y CÓCCIX"
"935308";"MANIPULACIÓN Y APLICACIÓN DE YESO PARA MALFORMACIÓN CONGÉNITA DE PIE"
"935400";"APLICACIÓN DE FÉRULA SOD"
"935500";"APLICACIÓN DE ALAMBRE DENTAL SOD"
"935600";"APLICACIÓN DE VENDAJE DE PRESIÓN (VENDA DE GIBNEY, ROBERT JONES, SHANTZ) SOD"
"935700";"APLICACIÓN DE OTRO VENDAJE (NO COMPRESIVO) EN HERIDA SOD"
"935901";"APLICACIÓN DE VENDAJE DE VELPEAU"
"936100";"TRATAMIENTO MANIPULATIVO OSTEOPÁTICO PARA MOVILIZACIÓN GENERAL (TRATAMIENTO GENERAL DE ARTICULACIONES) SOD"
"936200";"TRATAMIENTO MANIPULATIVO OSTEOPÁTICO CON EMPLEO DE FUERZAS DE ALTA VELOCIDAD Y BAJA AMPLITUD (FUERZAS DE EMPUJE) SOD"
"936300";"TRATAMIENTO MANIPULATIVO OSTEOPÁTICO CON EMPLEO DE FUERZAS DE BAJA VELOCIDAD Y ALTA AMPLITUD (FUERZAS DE RESORTE) SOD"
"936400";"TRATAMIENTO MANIPULATIVO OSTEOPÁTICO CON EMPLEO DE FUERZAS ISOTÓNICAS E ISOMÉTRICAS SOD"
"936500";"TRATAMIENTO MANIPULATIVO OSTEOPÁTICO CON EMPLEO DE FUERZAS INDIRECTAS SOD"
"936600";"TRATAMIENTO MANIPULATIVO OSTEOPÁTICO PARA DESPLAZAR LÍQUIDOS DE TEJIDOS (BOMBA LINFÁTICA) SOD"
"936800";"INMOVILIZACIÓN O MANIPULACIÓN ARTICULAR INESPECÍFICA SOD"
"937000";"TERAPIA FONOAUDIOLÓGICA INTEGRAL SOD"
"937101";"TERAPIA FONOAUDIOLÓGICA PARA PROBLEMAS EVOLUTIVOS Y ADQUIRIDOS DEL LENGUAJE ORAL Y ESCRITO"
"937201";"TERAPIA FONOAUDIOLÓGICA DEL HABLA"
"937202";"TERAPIA FONOAUDIOLÓGICA DE LA VOZ"
"937203";"TERAPIA FONOAUDIOLÓGICA DE LA DEGLUCIÓN"
"937300";"TERAPIA FONOAUDIOLÓGICA PARA DESÓRDENES AUDITIVOS COMUNICATIVOS SOD"
"937400";"TERAPIA FONOAUDIOLÓGICA PARA DESÓRDENES COGNITIVO COMUNICATIVOS SOD"
"937501";"ADAPTACIÓN DE DISPOSITIVOS DE VOZ O DISPOSITIVOS ORALES"
"937502";"ADAPTACIÓN DE OTROS DISPOSITIVOS DE COMUNICACIÓN"
"938301";"ENTRENAMIENTO FUNCIONAL EN AUTOCUIDADO (ACTIVIDADES BÁSICAS E INSTRUMENTALES DE LA VIDA DIARIA)"
"938302";"TERAPIA OCUPACIONAL EN DESEMPEÑO OCUPACIONAL DE JUEGO, OCIO Y ESPARCIMIENTO"
"938303";"TERAPIA OCUPACIONAL INTEGRAL"
"938310";"ENTRENAMIENTO FUNCIONAL EN INTEGRACIÓN LABORAL Y SOCIAL"
"938501";"REHABILITACIÓN PROFESIONAL (VOCACIONAL) FAMILIAR, ESCOLAR O LABORAL"
"938610";"REHABILITACIÓN FUNCIONAL DE LA DEFICIENCIA-DISCAPACIDAD TRANSITORIA LEVE"
"938611";"REHABILITACIÓN FUNCIONAL DE LA DEFICIENCIA-DISCAPACIDAD TRANSITORIA MODERADA"
"938612";"REHABILITACIÓN FUNCIONAL DE LA DEFICIENCIA-DISCAPACIDAD TRANSITORIA SEVERA"
"938660";"REHABILITACIÓN FUNCIONAL DE LA DEFICIENCIA-DISCAPACIDAD DEFINITIVA LEVE"
"938661";"REHABILITACIÓN FUNCIONAL DE LA DEFICIENCIA-DISCAPACIDAD DEFINITIVA MODERADA"
"938662";"REHABILITACIÓN FUNCIONAL DE LA DEFICIENCIA-DISCAPACIDAD DEFINITIVA SEVERA"
"939000";"RESPIRACIÓN DE PRESIÓN POSITIVA CONTINUA [RPPC] SOD"
"939100";"RESPIRACIÓN DE PRESIÓN POSITIVA INTERMITENTE [RPPI] SOD"
"939300";"MÉTODOS DE RESUCITACIÓN NO MECÁNICOS (RESPIRACIÓN ARTIFICIAL, BOCA A BOCA, MANUAL) SOD"
"939401";"MEDICACIÓN RESPIRATORIA ADMINISTRADA MEDIANTE NEBULIZACIÓN (AEROSOLTERAPIA)"
"939402";"NEBULIZACIÓN"
"939403";"TERAPIA RESPIRATORIA INTEGRAL"
"939500";"OXIGENACIÓN HIPERBÁRICA SOD"
"939601";"OTRA TERAPIA CON OXÍGENO (EFECTO CITOREDUCTIVO OXIGENADORES TERAPIA CATALÍTICA POR OXIGENOTERAPIA CON OXÍGENO)"
"939700";"CÁMARA DE DESCOMPRESIÓN SOD"
"939800";"OTRO CONTROL DE PRESIÓN Y COMPOSICIÓN ATMOSFÉRICA (TERAPIA CON HELIO Y AIRE ACONDICIONADO LIBRE DE ANTÍGENOS) SOD"
"940101";"ADMINISTRACIÓN [APLICACIÓN] DE PRUEBA DE INTELIGENCIA (CUALQUIER TIPO) (CADA UNA)"
"940201";"ADMINISTRACIÓN [APLICACIÓN] DE PRUEBA DE PERSONALIDAD (CUALQUIER TIPO) (CADA UNA)"
"940301";"EVALUACIÓN EN ALTERACIONES EMOCIONALES (AFECTIVAS) O DE CONDUCTA"
"940302";"ADMINISTRACIÓN [APLICACIÓN] DE PRUEBA EN ALTERACIONES EMOCIONALES (AFECTIVAS) O DE CONDUCTA"
"940701";"ADMINISTRACIÓN [APLICACIÓN] DE PRUEBA NEUROPSICOLÓGICA (CUALQUIER TIPO) (CADA UNA)"
"940901";"DETERMINACIÓN DEL ESTADO MENTAL POR PSICOLOGÍA"
"941101";"DETERMINACIÓN DEL ESTADO MENTAL POR PSIQUIATRÍA"
"941301";"OTRA ENTREVISTA Y EVALUACIÓN PSIQUIÁTRICAS"
"941400";"EVALUACIÓN DE SALUD MENTAL POR EQUIPO INTERDISCIPLINARIO SOD"
"942600";"TERAPIA ELECTROCONVULSIVA CON ANESTESIA Y RELAJACIONES [TECAR] SOD"
"943101";"PSICOTERAPIA INDIVIDUAL POR PSIQUIATRÍA"
"943102";"PSICOTERAPIA INDIVIDUAL POR PSICOLOGÍA"
"943500";"INTERVENCIÓN EN CRISIS SOD"
"944001";"PSICOTERAPIA DE PAREJA POR PSIQUIATRÍA"
"944002";"PSICOTERAPIA DE PAREJA POR PSICOLOGÍA"
"944101";"PSICOTERAPIA FAMILIAR POR PSIQUIATRÍA"
"944102";"PSICOTERAPIA FAMILIAR POR PSICOLOGÍA"
"944201";"PSICOTERAPIA DE GRUPO POR PSIQUIATRÍA"
"944202";"PSICOTERAPIA DE GRUPO POR PSICOLOGÍA"
"944301";"TERAPIA DE REHABILITACIÓN COGNITIVA"
"944901";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR MEDICINA GENERAL"
"944902";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR PSIQUIATRÍA"
"944903";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR ENFERMERÍA"
"944904";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR PSICOLOGÍA"
"944905";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR TRABAJO SOCIAL"
"944906";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR TERAPIA OCUPACIONAL."
"944910";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR OTRO PROFESIONAL DE LA SALUD"
"944915";"INTERVENCIÓN EN SALUD MENTAL COMUNITARIA, POR EQUIPO INTERDISCIPLINARIO"
"950101";"EVALUACIÓN ORTÓPTICA"
"950201";"EVALUACIÓN PARA BAJA VISIÓN"
"950501";"ESTUDIO DE CAMPO VISUAL CENTRAL Y PERIFÉRICO CONVENCIONAL"
"950505";"ESTUDIO DE CAMPO VISUAL CENTRAL O PERIFÉRICO COMPUTARIZADO"
"950601";"MEDICIÓN DE AGUDEZA VISUAL"
"950602";"INTERFEROMETRÍA"
"950603";"ESTUDIO DE SENSIBILIDAD DE CONTRASTE"
"950610";"RECUENTO DE CÉLULAS ENDOTELIALES"
"951102";"FOTOGRAFÍA A COLOR DE SEGMENTO ANTERIOR DEL OJO"
"951103";"FOTOGRAFÍA A COLOR DE SEGMENTO POSTERIOR DEL OJO"
"951202";"ANGIOGRAFÍA OCULAR DE SEGMENTO ANTERIOR DEL OJO"
"951203";"ANGIOGRAFÍA OCULAR DE SEGMENTO POSTERIOR DEL OJO"
"951302";"ECOGRAFÍA OCULAR MODO A Y B"
"951303";"ECOGRAFÍA DE ÓRBITA MODO A Y B"
"951304";"ULTRABIOMICROSCOPIA OCULAR"
"951321";"ECOGRAFÍA DOPPLER DE VASOS OCULARES"
"951401";"ESTUDIO RADIOLÓGICO DE OJO"
"951501";"TOPOGRAFÍA COMPUTADA CORNEAL SIMPLE "
"951502";"TOPOGRAFÍA COMPUTADA CORNEAL POR ELEVACIÓN"
"951503";"ABERROMETRÍA OCULAR"
"951801";"OCULOPLETISMOGRAFÍA"
"951901";"TOMOGRAFÍA ÓPTICA DE SEGMENTO ANTERIOR "
"951902";"TOMOGRAFIA ÓPTICA DE SEGMENTO POSTERIOR "
"951903";"ANGIOTOMOGRAFÍA ÓPTICA COHERENTE "
"952001";"BIOMETRÍA OCULAR"
"952101";"ELECTRORRETINOGRAMA MONOFOCAL"
"952102";"ELECTRORRETINOGRAMA MULTIFOCAL"
"952201";"ELECTROOCULOGRAMA"
"952302";"POTENCIALES VISUALES EVOCADOS MONOFOCALES"
"952303";"POTENCIALES VISUALES EVOCADOS MULTIFOCALES"
"952501";"PAQUIMETRÍA"
"952601";"TONOGRAFÍA OCULAR CON PRUEBAS PROVOCATIVAS"
"952602";"CURVA DE PRESIÓN INTRAOCULAR (DIURNA O 24 HORAS)"
"952603";"PRUEBA DE SOBRECARGA HÍDRICA"
"952604";"PRUEBA DE PROVOCACIÓN CON SUSTANCIA TERAPÉUTICA"
"952901";"PRUEBA DE PROVOCACIÓN CONJUNTIVAL CON ALERGENOS ESPECÍFICOS"
"953401";"ADAPTACIÓN DE PRÓTESIS OCULAR"
"953501";"TERAPIA ORTÓPTICA"
"953502";"TERAPIA PLEÓPTICA"
"953800";"BETATERAPIA SOD"
"954101";"REACTOMETRÍA"
"954102";"AUDIOMETRÍA POR OBSERVACIÓN DEL COMPORTAMIENTO"
"954103";"AUDIOMETRÍA POR REFUERZO VISUAL"
"954104";"AUDIOMETRÍA POR JUEGO CONDICIONADO"
"954105";"LOGOAUDIOMETRÍA POR SEÑALAMIENTO DE LÁMINAS Y REPETICIÓN DE PALABRAS"
"954106";"MEDIDAS DE COMUNICACIÓN FUNCIONAL"
"954107";"AUDIOMETRÍA DE TONOS PUROS AÉREOS Y ÓSEOS CON ENMASCARAMIENTO [AUDIOMETRÍA TONAL]"
"954108";"AUDIOMETRÍA DETALLADA DE FRECUENCIAS ESPECÍFICAS"
"954301";"LOGOAUDIOMETRÍA"
"954302";"INMITANCIA ACÚSTICA (IMPEDANCIOMETRÍA)"
"954304";"INMITANCIA ACÚSTICA MULTIFRECUENCIA"
"954305";"ACUFENOMETRÍA [TINNITUGRAMA] "
"954306";"EVALUACIÓN ELECTROACÚSTICA FUNCIONAL DE LA TROMPA DE EUSTAQUIO"
"954307";"LOGOAUDIOMETRÍA SENSIBILIZADA"
"954310";"PRUEBAS DE CONTEXTO CERRADO Y CONTEXTO ABIERTO (DISCRIMINACIÓN)"
"954311";"PRUEBAS DE DESÓRDENES DEL PROCESAMIENTO AUDITIVO CENTRAL"
"954312";"PRUEBAS DE SIMULACIÓN Y DISIMULACIÓN"
"954313";"PRUEBAS DE RECLUTAMIENTO"
"954314";"PRUEBAS DE FATIGA ACÚSTICA"
"954401";"PRUEBAS CLÍNICAS DE LA FUNCIÓN VESTIBULAR"
"954402";"ELECTRONISTAGMOGRAFÍA [ENG] O FOTOELECTRONISTAGMOGRAFÍA"
"954403";"EVALUACIÓN DEL REFLEJO VESTÍBULO OCULO MOTOR ASISTIDO"
"954404";"POSTUROGRAFÍA ESTÁTICA"
"954405";"POSTUROGRAFÍA DINÁMICA"
"954601";"EMISIONES OTOACÚSTICAS"
"954602";"ELECTROCOCLEOGRAFÍA [ECOG]"
"954603";"METODO DE DESPLAZAMIENTO [PROETZ]"
"954610";"LIBERACIÓN Y REPOSICIONAMIENTO CANALICULAR (TERAPIA DE REHABILITACIÓN VESTIBULAR PERIFÉRICA)"
"954620";"PRUEBA DE PROMONTORIO"
"954624";"POTENCIALES EVOCADOS MIOGÉNICOS VESTIBULARES OCULARES"
"954625";"POTENCIALES EVOCADOS MIOGÉNICOS VESTIBULARES CERVICALES"
"954626";"POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA MEDICIÓN DE INTEGRIDAD"
"954627";"POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA ANÁLISIS DE HABITUACIÓN Y SINCRONÍA NEURAL"
"954628";"POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA POR VÍA ÓSEA"
"954629";"POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA CON CURVA FUNCIÓN INTENSIDAD-LATENCIA"
"954630";"POTENCIALES EVOCADOS AUDITIVOS DE LATENCIA MEDIA Y LATENCIA TARDÍA"
"954631";"POTENCIALES EVOCADOS AUDITIVOS CON IMPLANTE COCLEAR U OTRAS PRÓTESIS AUDITIVAS"
"954632";"POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA AUTOMATIZADOS MEDICIÓN DE MADURACIÓN"
"954632";"POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA AUTOMATIZADOS MEDICIÓN DE MADURACIÓN"
"954801";"EVALUACIÓN Y ADAPTACIÓN DE PRÓTESIS Y AYUDAS AUDITIVAS"
"954802";"MONITOREO DE PRÓTESIS Y AYUDAS AUDITIVAS"
"954803";"EVALUACIÓN DE LA GANANCIA FUNCIONAL CON DISPOSITIVO AUDITIVO"
"954804";"ESTIMULACIÓN ACÚSTICA CON DISPOSITIVO"
"954901";"FOTOGRAFÍA DEL PABELLÓN AURÍCULAR (PREQUIRÚRGICA EN OTOPLASTIAS O RECONSTRUCCIÓN)"
"954903";"REVISIÓN Y AJUSTE DE COMPONENTES EXTERNOS DE DISPOSITIVO AUDITIVO IMPLANTABLE"
"954904";"REVISIÓN Y AJUSTE DE COMPONENTES EXTERNOS DE DISPOSITIVO AUDITIVO NO IMPLANTABLE"
"960100";"INSERCIÓN DE VÍA AÉREA NASOFARÍNGEA SOD"
"960200";"INSERCIÓN DE VÍA AÉREA OROFARÍNGEA SOD"
"960300";"INSERCIÓN DE VÍA AÉREA OBTURADA ESOFÁGICA SOD"
"960401";"INSERCIÓN DE TUBO ENDOTRAQUEAL CON TÉCNICA RETRÓGRADA"
"960402";"INSERCIÓN DE TUBO ENDOTRAQUEAL DOBLE LUZ"
"960403";"INSERCIÓN DE TUBO ENDOTRAQUEAL CON BLOQUEADOR SELECTIVO"
"960404";"INSERCIÓN DE TUBO ENDOTRAQUEAL CON SONDA LUMINOSA"
"960405";"INSERCIÓN DE CÁNULA JET TRANSTRAQUEAL"
"960406";"INSERCIÓN DE TUBO ENDOTRAQUEAL BAJO VISIÓN ENDOSCÓPICA"
"960503";"INSERCIÓN DE DISPOSITIVO SUPRAGLÓTICO"
"960600";"INSERCIÓN DE TUBO O SONDA (TAPONAMIENTO ESOFÁGICO) SOD"
"960700";"INSERCIÓN DE OTRO TUBO O SONDA NASO-GÁSTRICA (INTUBACIÓN PARA DECOMPRESIÓN) SOD"
"960801";"INSERCIÓN ENDOSCÓPICA DE SONDA NASOYEYUNAL"
"960900";"INSERCIÓN O SUSTITUCIÓN DE TUBO O SONDA RECTAL SOD"
"961200";"INSERCIÓN ADAPTACIÓN DE APARATO ORTOPÉDICO ORAL SOD"
"961400";"TAPONAMIENTO VAGINAL SOD"
"961601";"INSERCIÓN DE DISPOSITIVO EN URETRA"
"962100";"DILATACIÓN DEL RECTO SOD"
"962200";"DILATACIÓN DEL ESFÍNTER ANAL SOD"
"962300";"DILATACIÓN INSTRUMENTAL O MANUAL DE LA VAGINA SOD"
"962400";"DILATACIÓN Y MANIPULACIÓN DE ESTOMA DE ENTEROSTOMÍA SOD"
"962600";"REDUCCIÓN MANUAL DE PROLAPSO RECTAL SOD"
"962700";"REDUCCIÓN MANUAL DE HERNIA SOD"
"963100";"LAVADO GÁSTRICO PARA HIPOTERMIA O CONGELACIÓN GÁSTRICA SOD"
"963300";"LAVADO GÁSTRICO DE LIMPIEZA SOD"
"963800";"EXTRACCIÓN DIGITAL O MANUAL DE HECES IMPACTADAS SOD"
"963900";"IRRIGACIÓN O ENEMA TRANSANAL SOD"
"964100";"IRRIGACIÓN, LAVADO O LIMPIEZA E INSTILACIÓN LOCAL DE COLECISTOSMÍA Y OTRO TUBO BILIAR SOD"
"964900";"INSTILACIÓN GENITOURINARIA SOD"
"965100";"IRRIGACIÓN Y LAVADO DEL OJO SOD"
"965201";"LAVADO E IRRIGACIÓN DE OÍDOS"
"965202";"CURACIÓN DE OIDO"
"965203";"CURACIÓN DE OIDO VÍA ENDOSCÓPICA"
"965301";"IRRIGACIÓN O CURACIÓN DE CONDUCTOS NASALES"
"965500";"LIMPIEZA Y CUIDADOS DE TRAQUEOSTOMÍA SOD"
"965901";"LAVADO, IRRIGACIÓN Y CUIDADOS DE HERIDA EN ÁREA GENERAL"
"965902";"LAVADO, IRRIGACIÓN Y CUIDADOS DE HERIDA EN ÁREA ESPECIAL"
"966101";"INFUSIÓN DE ALIMENTACIÓN ENTERAL POR SONDA"
"967001";"INSEMINACIÓN ARTIFICIAL"
"967005";"FERTILIZACIÓN IN VITRO"
"967006";"TRANSFERENCIA EMBRIONARIA"
"970100";"SUSTITUCIÓN DE TUBO (SONDA) NASOGÁSTRICO O DE ESOFAGOSTOMÍA SOD"
"970200";"SUSTITUCIÓN DE TUBO (SONDA) DE GASTROSTOMÍA SOD"
"970300";"SUSTITUCIÓN DE TUBO O DISPOSITIVO DE ENTEROSTOMÍA DEL INTESTINO DELGADO SOD"
"970400";"SUSTITUCIÓN DE TUBO O DISPOSITIVO DE ENTEROSTOMÍA DEL INTESTINO GRUESO SOD"
"970500";"SUSTITUCIÓN DE TUBO O DISPOSITIVO EN VÍAS BILIARES O CONDUCTO PANCREÁTICO SOD"
"971100";"SUSTITUCIÓN DE ESCAYOLA O FÉRULA EN MIEMBRO SUPERIOR SOD"
"971200";"SUSTITUCIÓN DE ESCAYOLA O FÉRULA EN MIEMBRO INFERIOR SOD"
"971400";"SUSTITUCIÓN DE OTRO DISPOSITIVO PARA INMOVILIZACIÓN MUSCULOESQUELÉTICA SOD"
"971500";"SUSTITUCIÓN DE CATÉTER DE HERIDA SOD"
"971600";"SUSTITUCIÓN DE TAPÓN O DRENAJE DE HERIDA SOD"
"972100";"SUSTITUCIÓN DE TAPÓN NASAL SOD"
"972200";"SUSTITUCIÓN DE TAPÓN DENTAL SOD"
"972300";"SUSTITUCIÓN DE TUBO DE TRAQUEOSTOMÍA SOD"
"972400";"SUSTITUCIÓN DE DIAFRAGMA VAGINAL SOD"
"972600";"SUSTITUCIÓN DE OTRO TAPÓN (MECHA) O DRENAJE VAGINAL O VULVAR SOD"
"973100";"EXTRACCIÓN DE PRÓTESIS OCULAR SOD"
"973200";"EXTRACCIÓN DE TAPÓN NASAL SOD"
"973300";"EXTRACCIÓN DE FÉRULAS DENTALES SOD"
"973400";"EXTRACCIÓN DE APARATOLOGÍA ORTODÓNTICA FIJA SOD"
"973500";"EXTRACCIÓN DE PRÓTESIS DENTAL SOD"
"973700";"EXTRACCIÓN DE TUBO DE TRAQUEOSTOMÍA SOD"
"973800";"RETIRO DE SUTURAS DE CABEZA Y CUELLO (RETIRO DE PUNTOS) SOD"
"974100";"EXTRACCIÓN DE TUBO DE TORACOTOMÍA O DE DRENAJE DE CAVIDAD PLEURAL SOD"
"974200";"EXTRACCIÓN DE DREN MEDIASTÍNICO SOD"
"974300";"RETIRO DE SUTURAS DE TÓRAX (RETIRO DE PUNTOS) SOD"
"975100";"EXTRACCIÓN DE TUBO DE GASTROSTOMÍA SOD"
"975200";"EXTRACCIÓN DE TUBO DE INTESTINO DELGADO SOD"
"975300";"EXTRACCIÓN DE TUBO DE INTESTINO GRUESO O APÉNDICE SOD"
"975400";"EXTRACCIÓN DE TUBO DE COLECISTOSTOMÍA SOD"
"975500";"EXTRACCIÓN DE TUBO EN T U OTRO TUBO DE VÍA BILIAR O TUBO HEPÁTICO SOD"
"975600";"EXTRACCIÓN DE TUBO O DREN PANCREÁTICO SOD"
"975900";"EXTRACCIÓN DE OTRO DISPOSITIVO TERAPÉUTICO DEL APARATO DIGESTIVO SOD"
"976101";"EXTRACCIÓN DE DISPOSITIVO DE PIELOSTOMÍA "
"976102";"EXTRACCIÓN DE DISPOSITIVO DE NEFROSTOMÍA"
"976201";"EXTRACCIÓN DE DISPOSITIVO DE URETEROSTOMÍA"
"976202";"EXTRACCIÓN DE CATÉTER URETERAL VÍA ABIERTA "
"976203";"EXTRACCIÓN DE CATÉTER URETERAL VÍA ENDOSCÓPICA"
"976301";"EXTRACCIÓN DE DISPOSITIVO DE CISTOSTOMÍA "
"976501";"EXTRACCIÓN DE DISPOSITIVO URETRAL"
"977100";"EXTRACCIÓN DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO (DIU) SOD"
"977200";"EXTRACCIÓN DE TAPÓN INTRAUTERINO SOD"
"977300";"EXTRACCIÓN DE DIAFRAGMA VAGINAL SOD"
"977500";"EXTRACCIÓN DE TAPÓN (MECHA) VAGINAL O VULVAR SOD"
"978100";"EXTRACCIÓN DE DISPOSITIVO DE DRENAJE RETROPERITONEAL SOD"
"978200";"EXTRACCIÓN DE DISPOSITIVO DE DRENAJE PERITONEAL SOD"
"978300";"EXTRACCIÓN DE SUTURAS DE PARED ABDOMINAL SOD"
"978801";"EXTRACCIÓN NO QUIRÚRGICA DE DISPOSITIVO DE INMOVILIZACIÓN EXTERNO"
"981100";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO DE CONDUCTO AUDITIVO EXTERNO SOD"
"981201";"EXTRACCIÓN DE CUERPO EXTRAÑO DE LA NARIZ SIN INCISIÓN VÍA TRANSNASAL"
"981202";"EXTRACCIÓN DE CUERPO EXTRAÑO DE LA NARIZ SIN INCISIÓN VÍA ENDOSCÓPICA"
"981300";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO INTRALUMINAL DE LA FARINGE SOD"
"981400";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO INTRALUMINAL DE LA LARÍNGE SOD"
"981500";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO INTRALUMINAL DE LA TRÁQUEA Y BRONQUIO SOD"
"981600";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO INTRALUMINAL DEL ÚTERO SOD"
"981700";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO INTRALUMINAL DE LA VAGINA SOD"
"981800";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO INTRALUMINAL EN ESTOMA ARTIFICIAL SOD"
"981901";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO INTRALUMINAL DE LA URETRA"
"981905";"EXTRACCIÓN ENDOSCÓPICA DE CUERPO EXTRAÑO DE URETRA"
"982001";"EXTRACCIÓN SIN INCISION DE CUERPO EXTRAÑO NO INTRALUMINAL"
"982101";"EXTRACCIÓN DE CUERPO EXTRAÑO SUPERFICIAL DE LA CONJUNTIVA"
"982102";"EXTRACCIÓN DE CUERPO EXTRAÑO SUPERFICIAL EN CÓRNEA O ESCLERÓTICA"
"982200";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO NO INTRALUMINAL EN CUELLO O CABEZA SOD"
"982400";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO NO INTRALUMINAL EN PENE O ESCROTO SOD"
"982500";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO NO INTRALUMINAL EN OTRO SITIO SALVO EN VULVA, PENE O ESCROTO SOD"
"982600";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO EN MANO SOD"
"982700";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO EN BRAZO Y ANTEBRAZO SOD"
"982800";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO EN PIE SOD"
"982900";"EXTRACCIÓN SIN INCISIÓN DE CUERPO EXTRAÑO EN MIEMBRO INFERIOR SALVO PIE SOD"
"985200";"LITOTRIPCIA EXTRACORPÓREA POR ONDAS DE CHOQUE EN VESÍCULA O CONDUCTO BILIAR SOD"
"990101";"EDUCACIÓN GRUPAL EN SALUD, POR MEDICINA GENERAL"
"990102";"EDUCACIÓN GRUPAL EN SALUD, POR MEDICINA ESPECIALIZADA"
"990103";"EDUCACIÓN GRUPAL EN SALUD, POR ODONTOLOGÍA"
